Supplier_Name,PWSID,Stage_Invoked,Mandatory_Restrictions,Reporting_Month,Production_Reported,2013_Production_Reported,CII_Reported,Agriculture_Reported,2013_Agriculture_Reported,Recycled_Reported,Units,Qualification,Population_Served,R_GPCD_Reported,Enforcement_Actions,Implementation,Conservation_Standard,Ag_Cert,Production_Calculated,2013_Production_Calculated,CII_Calculated,R_GPCD_Calculated,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,Watering_Days_Per_Week,Complaints,Follow_Ups,Warnings,Penalties_Rate,Penalties_Other,Enforcement_Comments
Healdsburg  City of,CA4910005,2,Yes,6/15/2014,67631228,72659544,NA,NA,NA,182500,G,Revised report submitted to correct: production numbers adjusted due to City acting as a wholesaler; percentage residential use corrected; and population served adjusted to match California Department of Finance population estimates,11564,136,NA,HEALDSBURG'S CONSERVATION ACTIONS 1 June 2013 - Implemented Stage I Voluntary Water Conservation Measures 2 January 2014 - Implemented Stage II Mandatory Water Conservation Measures 3 March 2014 - Implemented Water Conservation Rebate Program 4 April 2014 - Received State Approval to Utilize Recycled Water for Construction Purposes 5 May 5th - Received State Approval to Utilize Recycled Water for Agricultural Irrigation,NULL,No,67631228,72659544,Null,136.4633333,70,No Correction,North Coast,3,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,2/15/2019,14.748,12.992,13.724,0,0,0,MG,NA,602,51.48,NA,NA,NULL,No,14748000,12992000,13724000,56.95863787,6.51,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,1/15/2019,22.088,13.309,20.893,0,0,0,MG,CII is 94.59% of total monthly potable water production. A biomass power plant is 75.28% of the total production.,602,60.97,NA,NA,NULL,No,22088000,13309000,20893000,59.06072232,4.99,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,12/15/2018,15.698,14.732,0,0,0,0,MG,"DG Fairhaven Power, one of 15 CII users, used 1 MG more in Dec 2018 than Dec 2013",602,53.57,NA,NA,NULL,No,15698000,14732000,Null,48.36753831,5.75,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,11/15/2018,15.19,15.581,0,0,0,0,MG,NA,602,63.3,NA,NA,NULL,No,15190000,15581000,Null,59.04418605,7.02,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,10/15/2018,18.89,16.201,0,0,0,0,MG,"DG Fairhaven Power, one of 15 CII users, used 2.1 MG more in Oct 2018 than Oct 2013",602,69.92,NA,NA,NULL,No,18890000,16201000,Null,76.72607438,7.58,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,9/15/2018,15.259,18.824,0,0,0,0,MG,NA,602,76.98,NA,NA,NULL,No,15259000,18824000,Null,74.43620709,8.81,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,8/15/2018,12.779,19.302,NA,0,0,0,MG,NA,602,98.71,NA,NA,NULL,No,12779000,19302000,Null,95.52408638,13.95,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,7/15/2018,13.542,15.503,0,0,0,0,MG,NA,602,92.48,NA,NA,NULL,No,13542000,15503000,Null,95.49497374,13.16,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,6/15/2018,14.363,14.981,0,0,0,0,MG,NA,602,73.21,NA,NA,NULL,No,14363000,14981000,Null,75.63240864,9.51,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,5/15/2018,8.271,18.332,0,0,0,0,MG,NA,602,54.91,NA,NA,NULL,No,8271000,18332000,Null,46.04848891,10.39,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,4/15/2018,8.39,10.05,6.98,0,0,0,MG,NA,602,28.94,NA,NA,NULL,No,8390000,10050000,6980000,33.77369878,7.27,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,3/15/2018,7.2,11.06,0,0,NA,0,MG,NA,602,51.46,NA,NA,NULL,No,7200000,11060000,Null,56.44411103,14.63,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,2/15/2018,5.6,12.992,0,0,0,0,MG,NA,602,54.88,NA,NA,NULL,No,5600000,12992000,Null,56.81063123,17.1,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,1/15/2018,5.67,13.309,4.64,0,0,0,MG,NA,602,58.08,NA,NA,NULL,No,5670000,13309000,4640000,54.32408102,17.88,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,12/15/2017,6.07,14.732,4.98,0,0,0,MG,NA,602,58.22,NA,NA,NULL,No,6070000,14732000,4980000,54.44850498,16.74,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,11/15/2017,6.33,15.581,5.09,0,0,0,MG,NA,602,61.564,NA,NA,NULL,No,6330000,15581000,5090000,59.47956811,16.97,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,10/15/2017,7.11,16.201,5.51,0,0,0,MG,NA,602,78.943,NA,NA,NULL,No,7110000,16201000,5510000,81.53145429,21.4,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,9/15/2017,9.32,18.824,7.66,0,0,0,MG,NA,602,89.992,NA,NA,NULL,No,9320000,18824000,7660000,89.94883721,17.43,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,8/15/2017,8.75,19.302,6.62,0,0,0,MG,NA,602,99.341,NA,NA,NULL,No,8750000,19302000,6620000,105.7295574,22.55,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,7/15/2017,7.07,15.503,5.45,0,0,0,MG,NA,602,90.823,NA,NA,NULL,No,7070000,15503000,5450000,84.97486872,22.43,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,6/15/2017,4.78,14.98,3.5,0,0,0,MG,NA,602,75.433,NA,NA,NULL,No,4780000,14980000,3500000,67.88870432,25.65,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,5/15/2017,7.53,18.332,1.89,0,0,0,MG,NA,602,87.154,NA,NA,NULL,No,7530000,18332000,1890000,101.1558783,25.07,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,4/15/2017,5.33,10.053,4,0,0,0,MG,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is zero.,602,84.538,NA,Reduced allowed outdoor irrigation days.,0,No,5330000,10053000,4000000,73.22109635,24.81,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,3/15/2017,7.23,11.062,5.94,0,0,0,MG,Alternative Compliance Order is being implemented.,422,68.185,NA,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is zero.,0,No,7230000,11062000,5940000,97.26953065,17.6,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,2/15/2017,4.59,12.992,3.73,0,0,0,MG,Alternative Compliance Order is being implemented.,602,51.626,NA,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is zero.,0,No,4590000,12992000,3730000,49.8048766,18.29,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,1/15/2017,10.57,13.039,9.64,0,0,0,MG,Alternative Compliance Order is being implemented.,602,44.174,NA,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is Zero.,0,No,10570000,13039000,9640000,48.42648162,8.55,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,12/15/2016,17.69,14.732,16.62,0,0,0,MG,Alternative compliance order is being implemented.,602,52.11,NA,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is zero.,0,No,17690000,14732000,16620000,57.15930768,6.03,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,11/15/2016,17.47,15.581,16.01,0,0,0,MG,Alternative Compliance Order is being implemented.,602,68.116,NA,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is zero.,0,No,17470000,15581000,16010000,79.41788483,8.21,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,10/15/2016,12.15,16.201,11.03,0,0,0,MG,Alternative Compliance Order is being implemented.,602,80.34,NA,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is zero.,0,No,12150000,16201000,11030000,59.63669489,9.16,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,9/15/2016,17.71,18.824,15.76,0,NA,0,MG,Alternative compliance order is being implemented.,602,94.406,NA,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is zero.,0,No,17710000,18824000,15760000,106.9856589,10.91,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,8/15/2016,19.23,19.302,17.14,0,0,0,MG,Alternative compliance order is being implemented.,602,98.154,NA,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is zero.,0,No,19230000,19302000,17140000,107.4744936,10.43,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,7/15/2016,15.61,15.503,14.1,0,0,0,MG,NA,602,95.872,NA,Water Supply Reliability Self-Certification is a negative number which indicates a surplus and the Conservation Standard is zero.,0,No,15610000,15503000,14100000,80.38372093,9.61,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,6/15/2016,15.97,14.96,14.55,0,0,0,MG,NA,602,80.74,NA,NA,0,No,15970000,14960000,14550000,78.08145072,8.83,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,5/15/2016,10.57,18.332,9.22,0,0,0,MG,NA,602,55.722,NA,"Pursuant to the modifications in the emergency conservation regulations adopted by the State Water Resources Control Board on May 18, 2016 (which became effective June 1, 2016), the alternative compliance mechanism report is no longer applicable.",0.04,No,10570000,18332000,9220000,63.88897224,11.28,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,4/15/2016,4.56,10.053,3.7,0,0,0,MG,"Ruth Lake Reservoir filled December 21, 2015 and remains at 100% capacity.",422,50.158,NA,Alternative compliance order is being implemented.,0.04,No,4560000,10053000,3700000,66.77914692,18.54,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,3/15/2016,5.48,11.062,4.27,0,0,0,MG,"Ruth Lake Reservoir filled December 21, 2015 and remains at 100% Capacity.",602,55.059,NA,Alternative compliance order is being implemented.,0.04,No,5480000,11062000,4270000,63.92648162,21.77,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,2/15/2016,4.03,12.992,3.23,0,0,0,MG,"Ruth Lake Reservoir filled December 21, 2015 and remains at 100% capacity",422,62.293,NA,Alternative compliance order is being implemented.,0.04,No,3891034.483,12992000,3118620.69,64.3127145,19.53,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,1/15/2016,13.33,13.039,12.12,0,0,0,MG,"Ruth Lake Reservoir filled December 21, 2015 and remains at 100% capacity.",422,57.535,NA,Alternative compliance order is being implemented.,0.04,No,13330000,13039000,12120000,90.07582938,8.84,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,12/15/2015,15.61,14.732,14.46,0,0,0,MG,"Our Ruth Lake reservoir filled December 21, 2015 and remains at 100% capacity.",422,69.213,NA,Alternative compliance order is being implemented. Residential only customer consumption was down by 1.1% for December.,0.04,No,15610000,14732000,14460000,86.03279315,7.21,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,11/15/2015,18.74,15.581,17.63,0,0,0,MG,NA,422,47.614,NA,NA,0.04,No,18740000,15581000,17630000,86.03229068,5.812,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,10/15/2015,14.42,16.273,12.94,0,0,0,MG,NA,602,79.01,NA,NA,0.04,No,14420000,16273000,12940000,79.00787697,10.225,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,9/15/2015,19.34,18.824,17.42,0,0,0,MG,Alternative compliance order is being implemented. Residential only customer consumption was down by 4% for September.,602,97.65,NA,District is working with large CII customers to determine additional water conservation opportunities.,0.04,No,19340000,18824000,17420000,104.1854153,9.729,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,8/15/2015,15.97,19.302,14.56,0,0,0,MG,"CII is 91.149% of total monthly potable water production. A biomass power plant is 72.15% of total production. The intent of the regulation is to not negatively affect the California economy. Given this high percentage of CII, it is unlikely that we will achieve 4% tier conservation. There were 29 billing days used in our R-GPCD calculated 79.31.",602,79.31,NA,District is working with large CII customers to determine additional water conservation opportunities.,0.04,No,15970000,19302000,14560000,74.17637981,8.668,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,7/15/2015,19.34,15.503,17.76,0,0,0,MG,"CII is 91.27% of total monthly potable water production. A biomass power plant is 73.43% of total production. The intent of the regulation is to not negatively affect the California economy. Given this high percentage of CII, it is unlikely that we will achieve 4% tier conservation. There were 32 billing days used in our R-GPCD calculated 81.04.",602,81.04,NA,District is working with large CII customers to determine additional water conservation opportunities.,0.04,No,19340000,15503000,17760000,83.66296217,8.073,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,6/15/2015,17.75,14.98,16.38,NA,NA,NA,MG,"CII is 92% of total monthly potable water production. This is a cogeneration power plant. The intent of the regulations is to not negatively affect the California economy. Given this high percentage CII, it is unlikely that we will achieve 4% tier conservation.",602,69.62,NA,Direct mailing to retail customers.,0.04,No,17750000,14980000,16380000,78.62679956,8,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,5/15/2015,12.93,18.332,11.32,NA,NA,NA,MG,NA,602,59.64,NA,"SWRCB approval Section 865, Subdivision (C) (2) 4% tier for our District",NULL,No,12930000,18332000,11320000,55.42814275,8,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,4/15/2015,15.54,10.05,NA,NA,NA,NA,MG,Last year's production number was erroneously entered using 2014 data. The number has been revised to reflect 2013 production number for this month April.,602,60.69,NA,Our original submission used total Humboldt County census average population per household in the R-GCPD calculation. The revised R-GCPD has been calculated using Method No. 2 PERSONS PER RESIDENTIAL CONNECTION POPULATION METHOD.,NULL,No,15540000,10050000,Null,60.23255814,7,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,Yes,3/15/2015,15.43,11.06,NA,NA,NA,NA,MG,NA,602,66.79,NA,Our original submission used total Humboldt County census average population per household in the R-GCPD calculation. The revised R-GCPD has been calculated using “Method No. 2 “ PERSONS PER RESIDENTIAL CONNECTION” POPULATION  METHOD.,NULL,No,15430000,11060000,Null,57.87696924,7,No Correction,North Coast,2,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,No,2/15/2015,18.81,12.99,NA,NA,NA,NA,MG,Last year's production number was erroneously entered using 2014 data. The number has been revised to reflect the 2013 production number for this month.,602,61.95,NA,Our original submission used the total Humboldt County census average population per household in the R-GCPD calculation. The revised R-GCPD has been calculated using Method No. 2 PERSONS PER RESIDENTIAL CONNECTION POPULATION METHOD.,NULL,No,18810000,12990000,Null,78.11461794,7,No Correction,North Coast,7,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,No,1/15/2015,17.9,13.04,NA,NA,NA,NA,MG,Last year's production was erroneously entered using 2014 data. The number has been revised to reflect the 2013 production for January.,602,67.86,NA,Our original sub;mission used the total Humboldt County census average population per household in the R-GCPD calculation. the revised R-GCPD has been calculated using Method No. 2 PERSONS PER RESIDENTIAL CONNECTION POPULATION METHOD.,NULL,No,17900000,13040000,Null,76.73346908,8,No Correction,North Coast,7,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,No,12/15/2014,11.93,14.73,NA,NA,NA,NA,MG,NA,602,60.88,NA,Our original submission used total Humboldt County census average population per household in the R-GCPD calculation. The revised R-GCPD has been calculated using “Method No. 2 “ PERSONS PER RESIDENTIAL CONNECTION” POPULATION  METHOD.,NULL,No,11930000,14730000,Null,38.35601758,6,No Correction,North Coast,7,0,0,0,0,0,NA
Humboldt Bay Municipal Water District,CA1210013,2,No,11/15/2014,24.15,15.58,NA,NA,NA,NA,MG,Last year's production number was erroneously entered using December 2013 data instead of November 2013. The number has been revised to reflect the 2013 production number for November.,602,71.44,NA,Our original submission used total Humboldt County census average population per household in the R-GCPD calculation. The revised R-GCPD has been calculated using Method No. 2 PERSONS PER RESIDENTIAL CONNECTION POPULATION METHOD.,NULL,No,24150000,15580000,Null,93.60465116,7,No Correction,North Coast,7,0,0,0,0,0,NA
